title,topic,url,total_feedback_check,EU citizen,Non-EU citizen,Academic/research Institution,Company/business,Business association,Non-governmental organisation (NGO),Other,Trade union,Environmental organisation,Public authority,Consumer organisation,index_ref,Prefer not to answer,EU citizen (%),Non-EU citizen (%),Academic/research Institution (%),Company/business (%),Business association (%),Non-governmental organisation (NGO) (%),Other (%),Trade union (%),Environmental organisation (%),Public authority (%),Consumer organisation (%),Prefer not to answer (%)
Animal welfare – protection of animals at the time of killingTopicFood safetyType of actProposal for a regulationFeedback period15 October 2021 - 21 January 2022,Food safety,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/13612-Animal-welfare-protection-of-animals-at-the-time-of-killing/feedback_en?p_id=14774,983.0,783,5.0,2.0,24.0,32.0,90.0,24.0,6.0,2.0,10.0,5.0,18.0,0.0,79.65412004069175,0.508646998982706,0.20345879959308238,2.441505595116989,3.255340793489318,9.155645981688707,2.441505595116989,0.6103763987792472,0.20345879959308238,1.017293997965412,0.508646998982706,0.0
Animal welfare – protection of animals during transportTopicFood safetyType of actProposal for a regulationFeedback period15 October 2021 - 21 January 2022,Food safety,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/13613-Animal-welfare-protection-of-animals-during-transport/feedback_en?p_id=14774,983.0,783,5.0,2.0,24.0,32.0,90.0,24.0,6.0,2.0,10.0,5.0,19.0,0.0,79.65412004069175,0.508646998982706,0.20345879959308238,2.441505595116989,3.255340793489318,9.155645981688707,2.441505595116989,0.6103763987792472,0.20345879959308238,1.017293997965412,0.508646998982706,0.0
Animal welfare – revision of EU legislationTopicFood safetyType of actProposal for a regulationFeedback period15 October 2021 - 21 January 2022,Food safety,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12950-Animal-welfare-revision-of-EU-legislation/feedback_en?p_id=14774,983.0,783,5.0,2.0,24.0,32.0,90.0,24.0,6.0,2.0,10.0,5.0,20.0,0.0,79.65412004069175,0.508646998982706,0.20345879959308238,2.441505595116989,3.255340793489318,9.155645981688707,2.441505595116989,0.6103763987792472,0.20345879959308238,1.017293997965412,0.508646998982706,0.0
Pesticides – sustainable use (updated EU rules)TopicFood safetyType of actProposal for a regulationFeedback period18 January 2021 - 12 April 2021,Food safety,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12413-Pesticides-sustainable-use-updated-EU-rules-/feedback_en?p_id=13120,360.0,208,0.0,5.0,24.0,62.0,33.0,17.0,2.0,5.0,2.0,2.0,35.0,0.0,57.77777777777777,0.0,1.3888888888888888,6.666666666666667,17.22222222222222,9.166666666666666,4.722222222222222,0.5555555555555556,1.3888888888888888,0.5555555555555556,0.5555555555555556,0.0
Revision of EU rules on food contact materialsTopicFood safetyType of actProposal for a regulationFeedback period05 October 2022 - 11 January 2023,Food safety,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12497-Revision-of-EU-rules-on-food-contact-materials/feedback_en?p_id=13982,302.0,35,3.0,3.0,135.0,68.0,25.0,23.0,0.0,2.0,5.0,3.0,44.0,0.0,11.589403973509933,0.9933774834437087,0.9933774834437087,44.70198675496689,22.516556291390728,8.27814569536424,7.6158940397351,0.0,0.6622516556291391,1.6556291390728477,0.9933774834437087,0.0
Sustainable EU food system –new initiativeTopicFood safetyType of actProposal for a regulationFeedback period28 April 2022 - 21 July 2022,Food safety,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/13174-Sustainable-EU-food-system-new-initiative/feedback_en?p_id=15097,230.0,39,1.0,8.0,32.0,70.0,49.0,12.0,1.0,8.0,8.0,2.0,54.0,0.0,16.956521739130434,0.43478260869565216,3.4782608695652173,13.91304347826087,30.434782608695656,21.304347826086957,5.217391304347826,0.43478260869565216,3.4782608695652173,3.4782608695652173,0.8695652173913043,0.0
Legislation for plants produced by certain new genomic techniquesTopicFood safetyType of actProposal for a regulationFeedback period29 April 2022 - 22 July 2022,Food safety,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/13119-Legislation-for-plants-produced-by-certain-new-genomic-techniques/feedback_en?p_id=15091,70894.0,68183,2249.0,113.0,110.0,80.0,67.0,43.0,12.0,9.0,8.0,5.0,0.0,0.0,96.17598104211922,3.1723418060766777,0.15939289643693402,0.15516122662002427,0.11284452845092674,0.09450729257765114,0.06065393404237312,0.01692667926763901,0.012695009450729258,0.011284452845092673,0.007052783028182921,0.0
Travel – digitalising travel documents to make travelling easierTopicHome affairsType of actProposal for a regulationFeedback period05 April 2023 - 28 June 2023,Home affairs,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/13514-Travel-digitalising-travel-documents-to-make-travelling-easier/feedback_en?p_id=16235,360.0,330,3.0,0.0,6.0,2.0,5.0,12.0,0.0,0.0,0.0,0.0,36.0,0.0,91.66666666666666,0.8333333333333334,0.0,1.6666666666666667,0.5555555555555556,1.3888888888888888,3.3333333333333335,0.0,0.0,0.0,0.0,0.0
Recommendation on covert interference from third countriesTopicHome affairsType of actRecommendationFeedback period16 February 2023 - 14 April 2023,Home affairs,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/13742-Recommendation-on-covert-interference-from-third-countries/feedback_en?p_id=16754,1209.0,1102,15.0,4.0,1.0,4.0,63.0,10.0,0.0,0.0,10.0,0.0,12.0,0.0,91.14971050454922,1.240694789081886,0.3308519437551696,0.0827129859387924,0.3308519437551696,5.2109181141439205,0.8271298593879239,0.0,0.0,0.8271298593879239,0.0,0.0
Recommendation on resilient electoral processes and the 2024 elections to the European ParliamentTopicHome affairsType of actRecommendationFeedback period16 February 2023 - 14 April 2023,Home affairs,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/13726-Recommendation-on-resilient-electoral-processes-and-the-2024-elections-to-the-European-Parliament/feedback_en?p_id=16754,1209.0,1102,15.0,4.0,1.0,4.0,63.0,10.0,0.0,0.0,10.0,0.0,13.0,0.0,91.14971050454922,1.240694789081886,0.3308519437551696,0.0827129859387924,0.3308519437551696,5.2109181141439205,0.8271298593879239,0.0,0.0,0.8271298593879239,0.0,0.0
Transparency of covert interference by third countriesTopicHome affairsType of actProposal for a regulationFeedback period16 February 2023 - 14 April 2023,Home affairs,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/13744-Transparency-of-covert-interference-by-third-countries/feedback_en?p_id=16754,1209.0,1102,15.0,4.0,1.0,4.0,63.0,10.0,0.0,0.0,10.0,0.0,14.0,0.0,91.14971050454922,1.240694789081886,0.3308519437551696,0.0827129859387924,0.3308519437551696,5.2109181141439205,0.8271298593879239,0.0,0.0,0.8271298593879239,0.0,0.0
"European Democracy ShieldTopicHome affairs, Justice and fundamental rightsType of actCommunicationFeedback period31 March 2025 - 26 May 2025","Home affairs, Justice and fundamental rights",https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/14587-European-Democracy-Shield/feedback_en?p_id=19397,1571.0,1398,9.0,14.0,10.0,14.0,94.0,22.0,2.0,3.0,4.0,1.0,7.0,0.0,88.98790579248886,0.5728835136855506,0.8911521323997454,0.6365372374283895,0.8911521323997454,5.9834500318268615,1.4003819223424572,0.1273074474856779,0.19096117122851686,0.2546148949713558,0.06365372374283895,0.0
Violence against women and domestic violence – fitness check of EU legislationTopicJustice and fundamental rightsFeedback period08 February 2021 - 10 May 2021,Justice and fundamental rights,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12472-Violence-against-women-and-domestic-violence-fitness-check-of-EU-legislation/feedback_en?p_id=13263,90.0,75,1.0,1.0,1.0,0.0,8.0,3.0,0.0,0.0,1.0,0.0,127.0,0.0,83.33333333333334,1.1111111111111112,1.1111111111111112,1.1111111111111112,0.0,8.88888888888889,3.3333333333333335,0.0,0.0,1.1111111111111112,0.0,0.0
EU LGBTIQ equality strategy for 2026-2030TopicJustice and fundamental rightsType of actCommunicationFeedback period01 April 2025 - 24 June 2025,Justice and fundamental rights,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/14551-EU-LGBTIQ-equality-strategy-for-2026-2030/feedback_en?p_id=19405,1656.0,1494,37.0,9.0,2.0,2.0,75.0,27.0,5.0,0.0,4.0,1.0,6.0,0.0,90.21739130434783,2.2342995169082123,0.5434782608695652,0.12077294685990338,0.12077294685990338,4.528985507246377,1.6304347826086956,0.30193236714975846,0.0,0.24154589371980675,0.06038647342995169,0.0
Anti-racism StrategyTopicJustice and fundamental rightsType of actCommunicationFeedback period15 April 2025 - 08 July 2025,Justice and fundamental rights,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/14552-Anti-racism-Strategy/feedback_en?p_id=19524,207.0,78,7.0,4.0,0.0,2.0,81.0,17.0,3.0,0.0,8.0,1.0,61.0,0.0,37.68115942028986,3.3816425120772946,1.932367149758454,0.0,0.966183574879227,39.130434782608695,8.212560386473431,1.4492753623188406,0.0,3.864734299516908,0.4830917874396135,0.0
Cross-border family situations - recognition of parenthoodTopicJustice and fundamental rightsType of actProposal for a regulationFeedback period19 May 2021 - 25 August 2021,Justice and fundamental rights,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12878-Cross-border-family-situations-recognition-of-parenthood/feedback_en?p_id=14440,760.0,705,2.0,3.0,0.0,2.0,27.0,3.0,0.0,0.0,0.0,0.0,22.0,0.0,92.76315789473685,0.2631578947368421,0.39473684210526316,0.0,0.2631578947368421,3.552631578947368,0.39473684210526316,0.0,0.0,0.0,0.0,0.0
Sustainable corporate governanceTopicJustice and fundamental rightsType of actProposal for a directiveFeedback period26 October 2020 - 08 February 2021,Justice and fundamental rights,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12548-Sustainable-corporate-governance/feedback_en?p_id=13393,114.0,6,1.0,10.0,15.0,22.0,35.0,13.0,5.0,1.0,4.0,1.0,105.0,0.0,5.263157894736842,0.8771929824561403,8.771929824561402,13.157894736842104,19.298245614035086,30.701754385964914,11.403508771929824,4.385964912280701,0.8771929824561403,3.508771929824561,0.8771929824561403,0.0
Sustainable consumption of goods – promoting repair and reuseTopicJustice and fundamental rightsType of actProposal for a directiveFeedback period11 January 2022 - 05 April 2022,Justice and fundamental rights,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/13150-Sustainable-consumption-of-goods-promoting-repair-and-reuse/feedback_en?p_id=15491,325.0,209,4.0,3.0,42.0,29.0,21.0,5.0,2.0,3.0,6.0,1.0,39.0,0.0,64.3076923076923,1.2307692307692308,0.9230769230769231,12.923076923076923,8.923076923076923,6.461538461538462,1.5384615384615385,0.6153846153846154,0.9230769230769231,1.8461538461538463,0.3076923076923077,0.0
Defending European democracy – CommunicationTopicJustice and fundamental rightsType of actCommunicationFeedback period16 February 2023 - 14 April 2023,Justice and fundamental rights,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/13730-Defending-European-democracy-Communication/feedback_en?p_id=16754,1209.0,1102,15.0,4.0,1.0,4.0,63.0,10.0,0.0,0.0,10.0,0.0,10.0,0.0,91.14971050454922,1.240694789081886,0.3308519437551696,0.0827129859387924,0.3308519437551696,5.2109181141439205,0.8271298593879239,0.0,0.0,0.8271298593879239,0.0,0.0
Recommendation on civic engagementTopicJustice and fundamental rightsType of actRecommendationFeedback period16 February 2023 - 14 April 2023,Justice and fundamental rights,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/13748-Recommendation-on-civic-engagement/feedback_en?p_id=16754,1209.0,1102,15.0,4.0,1.0,4.0,63.0,10.0,0.0,0.0,10.0,0.0,11.0,0.0,91.14971050454922,1.240694789081886,0.3308519437551696,0.0827129859387924,0.3308519437551696,5.2109181141439205,0.8271298593879239,0.0,0.0,0.8271298593879239,0.0,0.0
Blue bioeconomy – towards a strong and sustainable EU algae sectorTopicMaritime affairs and fisheriesType of actCommunicationFeedback period19 May 2021 - 11 August 2021,Maritime affairs and fisheries,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12780-Blue-bioeconomy-towards-a-strong-and-sustainable-EU-algae-sector/feedback_en?p_id=13999,82.0,9,1.0,14.0,32.0,10.0,6.0,2.0,2.0,0.0,3.0,0.0,135.0,0.0,10.975609756097562,1.2195121951219512,17.073170731707318,39.02439024390244,12.195121951219512,7.317073170731707,2.4390243902439024,2.4390243902439024,0.0,3.6585365853658534,0.0,0.0
Common fisheries policy – evaluationTopicMaritime affairs and fisheriesType of actEvaluationFeedback period27 January 2025 - 21 April 2025,Maritime affairs and fisheries,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/14203-Common-fisheries-policy-evaluation/feedback_en?p_id=18380,87.0,8,0.0,2.0,2.0,24.0,24.0,10.0,1.0,2.0,13.0,1.0,129.0,0.0,9.195402298850574,0.0,2.2988505747126435,2.2988505747126435,27.586206896551722,27.586206896551722,11.494252873563218,1.1494252873563218,2.2988505747126435,14.942528735632186,1.1494252873563218,0.0
"Measures to further improve the effectiveness of the fight against illegal content onlineTopicMigration and asylum, Digital economy and society, Home affairsType of actProvisional dataFeedback period30 April 2018 - 25 June 2018","Migration and asylum, Digital economy and society, Home affairs",https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/1613-Measures-to-further-improve-the-effectiveness-of-the-fight-against-illegal-content-online/feedback_en?p_id=10774,146.0,1,1.0,0.0,15.0,111.0,13.0,2.0,0.0,0.0,2.0,0.0,90.0,0.0,0.684931506849315,0.684931506849315,0.0,10.273972602739725,76.02739726027397,8.904109589041095,1.36986301369863,0.0,0.0,1.36986301369863,0.0,0.0
Strengthened cooperation against vaccine preventable diseasesTopicPublic healthType of actProposal for a recommendationFeedback period21 December 2017 - 15 March 2018,Public health,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/1225-Strengthened-cooperation-against-vaccine-preventable-diseases/feedback_en?p_id=10584,368.0,300,10.0,3.0,4.0,1.0,20.0,14.0,1.0,0.0,0.0,2.0,34.0,0.0,81.52173913043478,2.717391304347826,0.8152173913043478,1.0869565217391304,0.2717391304347826,5.434782608695652,3.804347826086957,0.2717391304347826,0.0,0.0,0.5434782608695652,0.0
European Health Emergency Preparedness and Response Authority (HERA)TopicPublic healthType of actImplementing decisionFeedback period31 March 2021 - 12 May 2021,Public health,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12870-European-Health-Emergency-Preparedness-and-Response-Authority-HERA-/feedback_en?p_id=14129,154.0,55,1.0,14.0,19.0,14.0,26.0,9.0,0.0,0.0,15.0,0.0,86.0,0.0,35.714285714285715,0.6493506493506493,9.090909090909092,12.337662337662337,9.090909090909092,16.883116883116884,5.844155844155844,0.0,0.0,9.740259740259742,0.0,0.0
Digital health data and services – the European health data spaceTopicPublic healthType of actProposal for a regulationFeedback period03 May 2021 - 26 July 2021,Public health,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12663-Digital-health-data-and-services-the-European-health-data-space/feedback_en?p_id=14010,151.0,11,0.0,19.0,19.0,22.0,38.0,33.0,0.0,0.0,7.0,2.0,87.0,0.0,7.28476821192053,0.0,12.582781456953644,12.582781456953644,14.56953642384106,25.165562913907287,21.85430463576159,0.0,0.0,4.635761589403973,1.3245033112582782,0.0
Medicines for children & rare diseases – updated rulesTopicPublic healthType of actProposal for a regulationFeedback period07 May 2021 - 30 July 2021,Public health,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12767-Medicines-for-children-rare-diseases-updated-rules/feedback_en?p_id=13850,112.0,7,0.0,5.0,30.0,24.0,29.0,9.0,0.0,0.0,8.0,0.0,106.0,0.0,6.25,0.0,4.464285714285714,26.785714285714285,21.428571428571427,25.892857142857146,8.035714285714286,0.0,0.0,7.142857142857142,0.0,0.0
Europe’s Beating Cancer PlanTopicPublic healthType of actCommunicationFeedback period04 February 2020 - 21 May 2020,Public health,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12154-Europes-Beating-Cancer-Plan/feedback_en?p_id=12436,384.0,87,8.0,41.0,44.0,27.0,123.0,36.0,5.0,1.0,8.0,4.0,32.0,0.0,22.65625,2.083333333333333,10.677083333333332,11.458333333333332,7.03125,32.03125,9.375,1.3020833333333335,0.26041666666666663,2.083333333333333,1.0416666666666665,0.0
Revision of the EU general pharmaceuticals legislationTopicPublic healthType of actProposal for a regulationFeedback period28 September 2021 - 21 December 2021,Public health,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12963-Revision-of-the-EU-general-pharmaceuticals-legislation/feedback_en?p_id=14390,173.0,9,1.0,5.0,45.0,39.0,44.0,16.0,2.0,1.0,10.0,1.0,78.0,0.0,5.202312138728324,0.5780346820809248,2.8901734104046244,26.011560693641616,22.54335260115607,25.43352601156069,9.248554913294797,1.1560693641618496,0.5780346820809248,5.780346820809249,0.5780346820809248,0.0
Global health – new EU strategyTopicPublic healthType of actCommunicationFeedback period27 June 2022 - 19 September 2022,Public health,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/13506-Global-health-new-EU-strategy/feedback_en?p_id=16040,176.0,124,3.0,2.0,2.0,4.0,31.0,9.0,0.0,1.0,0.0,0.0,77.0,0.0,70.45454545454545,1.7045454545454544,1.1363636363636365,1.1363636363636365,2.272727272727273,17.613636363636363,5.113636363636364,0.0,0.5681818181818182,0.0,0.0,0.0
Pharmaceuticals – safe and affordable medicines (new EU strategy)TopicPublic healthType of actCommunicationFeedback period16 June 2020 - 15 September 2020,Public health,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12421-Pharmaceuticals-safe-and-affordable-medicines-new-EU-strategy-/feedback_en?p_id=13130,242.0,18,1.0,17.0,52.0,46.0,62.0,24.0,1.0,0.0,17.0,2.0,52.0,0.0,7.43801652892562,0.4132231404958678,7.024793388429752,21.487603305785125,19.00826446280992,25.6198347107438,9.917355371900827,0.4132231404958678,0.0,7.024793388429752,0.8264462809917356,0.0
EU rules on medical devices and in vitro diagnostics – targeted evaluationTopicPublic healthType of actEvaluationFeedback period12 December 2024 - 21 March 2025,Public health,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/14155-EU-rules-on-medical-devices-and-in-vitro-diagnostics-targeted-evaluation/feedback_en?p_id=18928,584.0,119,18.0,61.0,212.0,46.0,27.0,73.0,3.0,0.0,14.0,5.0,24.0,4.0,20.376712328767123,3.0821917808219177,10.445205479452055,36.3013698630137,7.876712328767123,4.623287671232877,12.5,0.5136986301369862,0.0,2.3972602739726026,0.8561643835616438,0.684931506849315
"Blood, tissues and cells for medical treatments & therapies – revised EU rulesTopicPublic healthType of actProposal for a regulationFeedback period21 January 2021 - 15 April 2021",Public health,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12734-Blood-tissues-and-cells-for-medical-treatments-therapies-revised-EU-rules/feedback_en?p_id=13782,82.0,3,0.0,9.0,10.0,8.0,24.0,9.0,0.0,0.0,18.0,0.0,134.0,0.0,3.6585365853658534,0.0,10.975609756097562,12.195121951219512,9.75609756097561,29.268292682926827,10.975609756097562,0.0,0.0,21.951219512195124,0.0,0.0
Evaluation of the legislative framework for tobacco controlTopicPublic healthType of actEvaluationFeedback period21 February 2023 - 16 May 2023,Public health,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/13481-Evaluation-of-the-legislative-framework-for-tobacco-control/feedback_en?p_id=15956,24359.0,22742,362.0,42.0,731.0,95.0,66.0,239.0,12.0,1.0,22.0,47.0,0.0,0.0,93.36179646126689,1.4861036988382117,0.1724208711359251,3.000944209532411,0.38999958947411634,0.2709470832135966,0.9811568619401454,0.04926310603883575,0.004105258836569646,0.0903156944045322,0.19294716531877334,0.0
Intellectual property – new framework for standard-essential patentsTopicSingle marketType of actProposal for a regulationFeedback period14 February 2022 - 09 May 2022,Single market,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/13109-Intellectual-property-new-framework-for-standard-essential-patents/feedback_en?p_id=15629,157.0,38,4.0,9.0,19.0,11.0,6.0,7.0,1.0,0.0,1.0,0.0,81.0,0.0,24.203821656050955,2.547770700636943,5.7324840764331215,12.101910828025478,7.006369426751593,3.821656050955414,4.45859872611465,0.6369426751592357,0.0,0.6369426751592357,0.0,0.0
Safeguarding media freedom in the EU – new rulesTopicSingle marketType of actProposal for a regulationFeedback period10 January 2022 - 25 March 2022,Single market,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/13206-Safeguarding-media-freedom-in-the-EU-new-rules/feedback_en?p_id=15456,1470.0,1386,13.0,5.0,8.0,12.0,20.0,17.0,4.0,0.0,4.0,1.0,8.0,0.0,94.28571428571428,0.8843537414965987,0.3401360544217687,0.5442176870748299,0.8163265306122449,1.3605442176870748,1.1564625850340136,0.27210884353741494,0.0,0.27210884353741494,0.06802721088435373,0.0
Tourist services – short-term rental initiativeTopicSingle marketType of actProposal for a regulationFeedback period27 September 2021 - 13 December 2021,Single market,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/13108-Tourist-services-short-term-rental-initiative/feedback_en?p_id=15058,71.0,39,0.0,0.0,7.0,14.0,4.0,2.0,2.0,0.0,1.0,1.0,152.0,0.0,54.929577464788736,0.0,0.0,9.859154929577464,19.718309859154928,5.633802816901409,2.8169014084507045,2.8169014084507045,0.0,1.4084507042253522,1.4084507042253522,0.0
Public procurement directives – evaluationTopicSingle marketType of actEvaluationFeedback period13 December 2024 - 07 March 2025,Single market,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/14427-Public-procurement-directives-evaluation/feedback_en?p_id=18932,949.0,168,4.0,29.0,156.0,160.0,120.0,96.0,16.0,2.0,196.0,2.0,21.0,0.0,17.702845100105375,0.42149631190727077,3.0558482613277134,16.43835616438356,16.859852476290833,12.644889357218126,10.1159114857745,1.685985247629083,0.21074815595363539,20.65331928345627,0.21074815595363539,0.0
"Access to vehicle data, functions and resourcesTopicSingle marketType of actProposal for a regulationFeedback period29 March 2022 - 02 August 2022",Single market,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/13180-Access-to-vehicle-data-functions-and-resources/feedback_en?p_id=15781,154.0,86,0.0,1.0,26.0,17.0,8.0,7.0,2.0,0.0,4.0,3.0,85.0,0.0,55.84415584415584,0.0,0.6493506493506493,16.883116883116884,11.03896103896104,5.194805194805195,4.545454545454546,1.2987012987012987,0.0,2.5974025974025974,1.948051948051948,0.0
Machinery Directive - revisionTopicSingle marketType of actProposal for a regulationFeedback period07 June 2019 - 30 August 2019,Single market,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/2019-Machinery-Directive-revision/feedback_en?p_id=11498,115.0,16,0.0,1.0,48.0,24.0,7.0,5.0,2.0,0.0,8.0,3.0,102.0,0.0,13.91304347826087,0.0,0.8695652173913043,41.73913043478261,20.869565217391305,6.086956521739131,4.3478260869565215,1.7391304347826086,0.0,6.956521739130435,2.608695652173913,0.0
EU chemicals strategy for sustainability – Cosmetic Products Regulation (revision)TopicSingle marketType of actProposal for a regulationFeedback period29 March 2022 - 21 June 2022,Single market,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/13197-EU-chemicals-strategy-for-sustainability-Cosmetic-Products-Regulation-revision-/feedback_en?p_id=15131,98.0,6,0.0,0.0,34.0,28.0,18.0,3.0,1.0,0.0,6.0,2.0,121.0,0.0,6.122448979591836,0.0,0.0,34.69387755102041,28.57142857142857,18.367346938775512,3.061224489795918,1.0204081632653061,0.0,6.122448979591836,2.0408163265306123,0.0
Textile labelling rules (revision)TopicSingle marketType of actProposal for a regulationFeedback period19 December 2023 - 15 April 2024,Single market,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/13872-Textile-labelling-rules-revision-/feedback_en?p_id=17324,108.0,7,0.0,1.0,28.0,33.0,26.0,5.0,0.0,2.0,6.0,0.0,112.0,0.0,6.481481481481481,0.0,0.9259259259259258,25.925925925925924,30.555555555555557,24.074074074074073,4.62962962962963,0.0,1.8518518518518516,5.555555555555555,0.0,0.0
European standardisation – evaluationTopicSingle marketType of actStaff working documentFeedback period02 May 2024 - 25 July 2024,Single market,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/13446-European-standardisation-evaluation/feedback_en?p_id=17385,90.0,10,0.0,2.0,10.0,34.0,12.0,11.0,1.0,1.0,7.0,2.0,126.0,0.0,11.11111111111111,0.0,2.2222222222222223,11.11111111111111,37.77777777777778,13.333333333333334,12.222222222222221,1.1111111111111112,1.1111111111111112,7.777777777777778,2.2222222222222223,0.0
Cosmetic Products Regulation – evaluationTopicSingle marketType of actEvaluationFeedback period05 May 2025 - 28 July 2025,Single market,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/14433-Cosmetic-Products-Regulation-evaluation/feedback_en?p_id=19201,155.0,30,5.0,3.0,40.0,36.0,12.0,9.0,2.0,1.0,13.0,4.0,83.0,0.0,19.35483870967742,3.225806451612903,1.935483870967742,25.806451612903224,23.225806451612904,7.741935483870968,5.806451612903226,1.2903225806451613,0.6451612903225806,8.38709677419355,2.5806451612903225,0.0
Late payments – update of EU rulesTopicSingle marketType of actProposal for a regulationFeedback period20 January 2023 - 17 March 2023,Single market,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/13665-Late-payments-update-of-EU-rules/feedback_en?p_id=16617,137.0,24,1.0,0.0,28.0,42.0,5.0,8.0,3.0,0.0,26.0,0.0,94.0,0.0,17.51824817518248,0.7299270072992701,0.0,20.437956204379564,30.656934306569344,3.64963503649635,5.839416058394161,2.18978102189781,0.0,18.97810218978102,0.0,0.0
Digital product passport – rules for service providersTopicSingle marketType of actDelegated decisionFeedback period08 April 2025 - 01 July 2025,Single market,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/14382-Digital-product-passport-rules-for-service-providers/feedback_en?p_id=18839,178.0,10,3.0,10.0,86.0,46.0,9.0,7.0,2.0,1.0,3.0,1.0,76.0,0.0,5.617977528089887,1.6853932584269662,5.617977528089887,48.31460674157304,25.842696629213485,5.056179775280898,3.932584269662921,1.1235955056179776,0.5617977528089888,1.6853932584269662,0.5617977528089888,0.0
European Critical Raw Materials ActTopicSingle marketType of actProposal for a regulationFeedback period30 September 2022 - 25 November 2022,Single market,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/13597-European-Critical-Raw-Materials-Act/feedback_en?p_id=16313,310.0,54,2.0,21.0,66.0,78.0,49.0,18.0,3.0,5.0,12.0,0.0,43.0,0.0,17.419354838709676,0.6451612903225806,6.774193548387098,21.29032258064516,25.161290322580644,15.806451612903224,5.806451612903226,0.967741935483871,1.6129032258064515,3.870967741935484,0.0,0.0
Upload of software on radio equipmentTopicSingle marketType of actDelegated regulationFeedback period25 May 2020 - 14 September 2020,Single market,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/2042-Upload-of-software-on-radio-equipment/feedback_en?p_id=11538,276.0,226,12.0,3.0,15.0,8.0,6.0,2.0,0.0,0.0,3.0,1.0,46.0,0.0,81.88405797101449,4.3478260869565215,1.0869565217391304,5.434782608695652,2.898550724637681,2.1739130434782608,0.7246376811594203,0.0,0.0,1.0869565217391304,0.36231884057971014,0.0
VAT in the digital ageTopicTaxationType of actProposal for a directiveFeedback period20 January 2022 - 05 May 2022,Taxation,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/13186-VAT-in-the-digital-age/feedback_en?p_id=15535,322.0,277,4.0,1.0,15.0,14.0,1.0,7.0,0.0,0.0,2.0,1.0,40.0,0.0,86.0248447204969,1.2422360248447204,0.3105590062111801,4.658385093167702,4.3478260869565215,0.3105590062111801,2.1739130434782608,0.0,0.0,0.6211180124223602,0.3105590062111801,0.0
