title,topic,url,total_feedback_check,EU citizen,Non-EU citizen,Academic/research Institution,Company/business,Business association,Non-governmental organisation (NGO),Other,Trade union,Environmental organisation,Public authority,Consumer organisation,index_ref,Prefer not to answer,EU citizen (%),Non-EU citizen (%),Academic/research Institution (%),Company/business (%),Business association (%),Non-governmental organisation (NGO) (%),Other (%),Trade union (%),Environmental organisation (%),Public authority (%),Consumer organisation (%),Prefer not to answer (%)
Offshore renewable energy strategyTopicEnergyType of actCommunicationFeedback period16 July 2020 - 24 September 2020,Energy,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12517-Offshore-renewable-energy-strategy/feedback_en?p_id=13316,114.0,37,1.0,9.0,29.0,12.0,14.0,5.0,0.0,5.0,2.0,0.0,104.0,0.0,32.45614035087719,0.8771929824561403,7.894736842105263,25.438596491228072,10.526315789473683,12.280701754385964,4.385964912280701,0.0,4.385964912280701,1.7543859649122806,0.0,0.0
Energy security architecture – fitness checkTopicEnergyFeedback period03 September 2024 - 26 November 2024,Energy,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/14392-Energy-security-architecture-fitness-check/feedback_en?p_id=18652,90.0,26,0.0,2.0,18.0,17.0,10.0,8.0,1.0,0.0,2.0,2.0,125.0,0.0,28.888888888888886,0.0,2.2222222222222223,20.0,18.88888888888889,11.11111111111111,8.88888888888889,1.1111111111111112,0.0,2.2222222222222223,2.2222222222222223,0.0
EU solar energy strategyTopicEnergyType of actCommunicationFeedback period18 January 2022 - 12 April 2022,Energy,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/13338-EU-solar-energy-strategy/feedback_en?p_id=15525,447.0,310,8.0,11.0,49.0,18.0,14.0,14.0,2.0,1.0,20.0,0.0,29.0,0.0,69.35123042505593,1.7897091722595078,2.460850111856823,10.961968680089486,4.026845637583892,3.131991051454139,3.131991051454139,0.44742729306487694,0.22371364653243847,4.47427293064877,0.0,0.0
Climate change – new rules to prevent methane leakage in the energy sectorTopicEnergyType of actProposal for a regulationFeedback period05 February 2021 - 01 May 2021,Energy,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12581-Climate-change-new-rules-to-prevent-methane-leakage-in-the-energy-sector/feedback_en?p_id=14002,79.0,6,1.0,4.0,27.0,19.0,8.0,5.0,1.0,6.0,2.0,0.0,140.0,0.0,7.59493670886076,1.2658227848101267,5.063291139240507,34.177215189873415,24.050632911392405,10.126582278481013,6.329113924050633,1.2658227848101267,7.59493670886076,2.5316455696202533,0.0,0.0
Energy efficiency – ecodesign requirements for solid-fuel local space heaters (review)TopicEnergyType of actRegulationFeedback period21 September 2023 - 14 December 2023,Energy,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/13687-Energy-efficiency-ecodesign-requirements-for-solid-fuel-local-space-heaters-review-/feedback_en?p_id=17432,529.0,382,4.0,2.0,78.0,21.0,17.0,8.0,2.0,13.0,1.0,0.0,26.0,0.0,72.2117202268431,0.7561436672967864,0.3780718336483932,14.744801512287333,3.9697542533081283,3.213610586011342,1.5122873345935728,0.3780718336483932,2.4574669187145557,0.1890359168241966,0.0,0.0
Renewable energy projects – permit-granting processes & power-purchase agreementsTopicEnergyType of actProposal for a directiveFeedback period18 January 2022 - 12 April 2022,Energy,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/13334-Renewable-energy-projects-permit-granting-processes-power-purchase-agreements/feedback_en?p_id=15522,728.0,568,2.0,1.0,34.0,25.0,19.0,19.0,0.0,50.0,10.0,0.0,23.0,0.0,78.02197802197803,0.27472527472527475,0.13736263736263737,4.670329670329671,3.4340659340659343,2.60989010989011,2.60989010989011,0.0,6.868131868131869,1.3736263736263736,0.0,0.0
Heat pumps – action plan to accelerate roll-out across the EUTopicEnergyType of actCommunicationFeedback period07 June 2023 - 30 August 2023,Energy,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/13771-Heat-pumps-action-plan-to-accelerate-roll-out-across-the-EU/feedback_en?p_id=16957,137.0,33,1.0,3.0,30.0,41.0,17.0,7.0,1.0,2.0,2.0,0.0,93.0,0.0,24.087591240875913,0.7299270072992701,2.18978102189781,21.897810218978105,29.927007299270077,12.408759124087592,5.109489051094891,0.7299270072992701,1.4598540145985401,1.4598540145985401,0.0,0.0
"Industrial carbon management – carbon capture, utilisation and storage deploymentTopicEnergyType of actCommunicationFeedback period08 June 2023 - 31 August 2023",Energy,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/13848-Industrial-carbon-management-carbon-capture-utilisation-and-storage-deployment/feedback_en?p_id=17029,205.0,21,3.0,6.0,83.0,48.0,21.0,13.0,1.0,4.0,5.0,0.0,62.0,0.0,10.24390243902439,1.4634146341463417,2.9268292682926833,40.487804878048784,23.414634146341466,10.24390243902439,6.341463414634147,0.4878048780487805,1.951219512195122,2.4390243902439024,0.0,0.0
Electricity market – reform of the EU’s electricity market designTopicEnergyType of actProposal for a regulationFeedback period23 January 2023 - 13 February 2023,Energy,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/13668-Electricity-market-reform-of-the-EUs-electricity-market-design/feedback_en?p_id=16832,133.0,18,0.0,0.0,41.0,51.0,12.0,5.0,0.0,0.0,3.0,3.0,96.0,0.0,13.533834586466165,0.0,0.0,30.82706766917293,38.34586466165413,9.022556390977442,3.7593984962406015,0.0,0.0,2.2556390977443606,2.2556390977443606,0.0
Gas networks - revision of EU rules on market accessTopicEnergyType of actProposal for a regulationFeedback period26 March 2021 - 18 June 2021,Energy,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12766-Gas-networks-revision-of-EU-rules-on-market-access/feedback_en?p_id=14181,140.0,1,0.0,3.0,59.0,54.0,9.0,8.0,1.0,0.0,4.0,1.0,91.0,0.0,0.7142857142857143,0.0,2.142857142857143,42.142857142857146,38.57142857142858,6.428571428571428,5.714285714285714,0.7142857142857143,0.0,2.857142857142857,0.7142857142857143,0.0
Gas networks – revision of EU rules on market accessTopicEnergyType of actProposal for a directiveFeedback period26 March 2021 - 18 June 2021,Energy,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12911-Gas-networks-revision-of-EU-rules-on-market-access/feedback_en?p_id=14181,140.0,1,0.0,3.0,59.0,54.0,9.0,8.0,1.0,0.0,4.0,1.0,92.0,0.0,0.7142857142857143,0.0,2.142857142857143,42.142857142857146,38.57142857142858,6.428571428571428,5.714285714285714,0.7142857142857143,0.0,2.857142857142857,0.7142857142857143,0.0
Energy efficiency in buildings – consultation on ‘renovation wave’ initiativeTopicEnergyType of actCommunicationFeedback period11 June 2020 - 09 July 2020,Energy,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12376-Energy-efficiency-in-buildings-consultation-on-renovation-wave-initiative/feedback_en?p_id=13055,187.0,6,0.0,4.0,40.0,73.0,22.0,14.0,4.0,4.0,19.0,1.0,72.0,0.0,3.2085561497326207,0.0,2.13903743315508,21.390374331550802,39.037433155080215,11.76470588235294,7.4866310160427805,2.13903743315508,2.13903743315508,10.16042780748663,0.53475935828877,0.0
EU energy efficiency directive (EED) – evaluation and reviewTopicEnergyType of actProposal for a directiveFeedback period17 November 2020 - 09 February 2021,Energy,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12552-EU-energy-efficiency-directive-EED-evaluation-and-review/feedback_en?p_id=13400,189.0,13,1.0,6.0,49.0,74.0,23.0,5.0,2.0,4.0,10.0,2.0,70.0,0.0,6.878306878306878,0.5291005291005291,3.1746031746031744,25.925925925925924,39.15343915343915,12.16931216931217,2.6455026455026456,1.0582010582010581,2.1164021164021163,5.291005291005291,1.0582010582010581,0.0
Energy efficiency – Revision of the Energy Performance of Buildings DirectiveTopicEnergyType of actProposal for a directiveFeedback period30 March 2021 - 22 June 2021,Energy,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12910-Energy-efficiency-Revision-of-the-Energy-Performance-of-Buildings-Directive/feedback_en?p_id=14213,243.0,9,1.0,4.0,62.0,90.0,44.0,14.0,1.0,3.0,12.0,3.0,51.0,0.0,3.7037037037037033,0.411522633744856,1.646090534979424,25.514403292181072,37.03703703703704,18.106995884773664,5.761316872427984,0.411522633744856,1.2345679012345678,4.938271604938271,1.2345679012345678,0.0
Chemicals legislation – revision of REACH Regulation to help achieve a toxic-free environmentTopicEnvironmentType of actProposal for a regulationFeedback period20 January 2022 - 15 April 2022,Environment,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12959-Chemicals-legislation-revision-of-REACH-Regulation-to-help-achieve-a-toxic-free-environment/feedback_en?p_id=14526,325.0,93,6.0,9.0,54.0,100.0,27.0,12.0,3.0,4.0,14.0,2.0,38.0,0.0,28.615384615384613,1.8461538461538463,2.769230769230769,16.615384615384617,30.76923076923077,8.307692307692308,3.6923076923076925,0.9230769230769231,1.2307692307692308,4.3076923076923075,0.6153846153846154,0.0
"Towards a circular, regenerative and competitive bioeconomyTopicEnvironmentType of actCommunicationFeedback period31 March 2025 - 23 June 2025",Environment,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/14555-Towards-a-circular-regenerative-and-competitive-bioeconomy/feedback_en?p_id=19400,444.0,30,3.0,60.0,79.0,107.0,69.0,62.0,3.0,6.0,24.0,1.0,30.0,0.0,6.756756756756757,0.6756756756756757,13.513513513513514,17.792792792792792,24.0990990990991,15.54054054054054,13.963963963963963,0.6756756756756757,1.3513513513513513,5.405405405405405,0.22522522522522523,0.0
EU pollinators initiative – revisionTopicEnvironmentType of actCommunicationFeedback period17 March 2022 - 09 June 2022,Environment,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/13142-EU-pollinators-initiative-revision/feedback_en?p_id=15730,7388.0,7164,64.0,9.0,41.0,11.0,15.0,48.0,0.0,25.0,8.0,3.0,3.0,0.0,96.96805630752571,0.8662696264212236,0.12181916621548457,0.5549539794260964,0.1488900920411478,0.2030319436924743,0.6497022198159177,0.0,0.3383865728207905,0.10828370330265295,0.040606388738494856,0.0
Deforestation and forest degradation – stepping up EU actionTopicEnvironmentFeedback period14 January 2019 - 25 February 2019,Environment,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/2027-Deforestation-and-forest-degradation-stepping-up-EU-action/feedback_en?p_id=11445,202.0,114,19.0,4.0,5.0,12.0,30.0,8.0,0.0,8.0,2.0,0.0,63.0,0.0,56.43564356435643,9.405940594059405,1.9801980198019802,2.4752475247524752,5.9405940594059405,14.85148514851485,3.9603960396039604,0.0,3.9603960396039604,0.9900990099009901,0.0,0.0
EU forests – new EU Framework for Forest Monitoring and Strategic PlansTopicEnvironmentType of actProposal for a regulationFeedback period25 August 2022 - 17 November 2022,Environment,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/13396-EU-forests-new-EU-Framework-for-Forest-Monitoring-and-Strategic-Plans/feedback_en?p_id=15824,117.0,35,0.0,10.0,10.0,13.0,20.0,7.0,1.0,6.0,15.0,0.0,101.0,0.0,29.914529914529915,0.0,8.547008547008547,8.547008547008547,11.11111111111111,17.094017094017094,5.982905982905983,0.8547008547008548,5.128205128205128,12.82051282051282,0.0,0.0
Deforestation and forest degradation – reducing the impact of products placed on the EU marketTopicEnvironmentType of actProposal for a regulationFeedback period03 September 2020 - 10 December 2020,Environment,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12137-Deforestation-and-forest-degradation-reducing-the-impact-of-products-placed-on-the-EU-market/feedback_en?p_id=12444,99.0,21,1.0,6.0,12.0,17.0,32.0,3.0,1.0,1.0,5.0,0.0,120.0,0.0,21.21212121212121,1.0101010101010102,6.0606060606060606,12.121212121212121,17.17171717171717,32.323232323232325,3.0303030303030303,1.0101010101010102,1.0101010101010102,5.05050505050505,0.0,0.0
Trade in seal products – fitness check of EU rulesTopicEnvironmentFeedback period15 May 2024 - 07 August 2024,Environment,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/14031-Trade-in-seal-products-fitness-check-of-EU-rules/feedback_en?p_id=18267,14146.0,13679,183.0,13.0,29.0,18.0,45.0,140.0,0.0,19.0,17.0,3.0,0.0,0.0,96.69871341722042,1.293651915735897,0.09189876997030963,0.20500494839530609,0.12724445072812102,0.31811112682030257,0.9896790612187191,0.0,0.13431358687968328,0.12017531457655874,0.021207408454686837,0.0
Protecting biodiversity: nature restoration targets under EU biodiversity strategyTopicEnvironmentType of actProposal for a regulationFeedback period11 January 2021 - 05 April 2021,Environment,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12596-Protecting-biodiversity-nature-restoration-targets-under-EU-biodiversity-strategy/feedback_en?p_id=13742,132.0,25,3.0,5.0,13.0,20.0,44.0,4.0,2.0,13.0,3.0,0.0,97.0,0.0,18.939393939393938,2.272727272727273,3.787878787878788,9.848484848484848,15.151515151515152,33.33333333333333,3.0303030303030303,1.5151515151515151,9.848484848484848,2.272727272727273,0.0,0.0
Hazardous chemicals – prohibiting production for export of chemicals banned in the European UnionTopicEnvironmentType of actProposal for a regulationFeedback period08 May 2023 - 31 July 2023,Environment,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/13750-Hazardous-chemicals-prohibiting-production-for-export-of-chemicals-banned-in-the-European-Union/feedback_en?p_id=16982,2668.0,2478,48.0,5.0,27.0,22.0,43.0,19.0,2.0,12.0,9.0,3.0,4.0,0.0,92.87856071964018,1.7991004497751124,0.1874062968515742,1.0119940029985006,0.8245877061469266,1.6116941529235385,0.712143928035982,0.07496251874062969,0.4497751124437781,0.3373313343328336,0.11244377811094453,0.0
Fitness Check of the Water Framework Directive and the Floods DirectiveTopicEnvironmentFeedback period17 September 2018 - 12 March 2019,Environment,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/1155-Fitness-Check-of-the-Water-Framework-Directive-and-the-Floods-Directive/feedback_en?p_id=10511,82.0,13,0.0,0.0,12.0,22.0,14.0,7.0,9.0,0.0,5.0,0.0,136.0,0.0,15.853658536585366,0.0,0.0,14.634146341463413,26.82926829268293,17.073170731707318,8.536585365853659,10.975609756097562,0.0,6.097560975609756,0.0,0.0
Polluter Pays Principle – fitness check of its application to the environmentTopicEnvironmentFeedback period12 May 2023 - 04 August 2023,Environment,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/13546-Polluter-Pays-Principle-fitness-check-of-its-application-to-the-environment/feedback_en?p_id=16429,106.0,42,1.0,1.0,8.0,25.0,21.0,2.0,0.0,4.0,2.0,0.0,114.0,0.0,39.62264150943396,0.9433962264150944,0.9433962264150944,7.547169811320755,23.58490566037736,19.81132075471698,1.8867924528301887,0.0,3.7735849056603774,1.8867924528301887,0.0,0.0
Healthy soils – new EU soil strategyTopicEnvironmentType of actCommunicationFeedback period02 February 2021 - 27 April 2021,Environment,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12634-Healthy-soils-new-EU-soil-strategy/feedback_en?p_id=13756,228.0,63,0.0,35.0,30.0,27.0,20.0,16.0,2.0,13.0,22.0,0.0,56.0,0.0,27.631578947368425,0.0,15.350877192982457,13.157894736842104,11.842105263157894,8.771929824561402,7.017543859649122,0.8771929824561403,5.701754385964912,9.649122807017543,0.0,0.0
Waste from electrical and electronic equipment – evaluating the EU rulesTopicEnvironmentType of actStaff working documentFeedback period16 June 2023 - 22 September 2023,Environment,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/13420-Waste-from-electrical-and-electronic-equipment-evaluating-the-EU-rules/feedback_en?p_id=16329,106.0,7,0.0,1.0,37.0,29.0,9.0,9.0,0.0,7.0,7.0,0.0,115.0,0.0,6.60377358490566,0.0,0.9433962264150944,34.90566037735849,27.358490566037734,8.49056603773585,8.49056603773585,0.0,6.60377358490566,6.60377358490566,0.0,0.0
Protecting the marine environment – review of EU rulesTopicEnvironmentType of actStaff working documentFeedback period22 July 2021 - 21 October 2021,Environment,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12898-Protecting-the-marine-environment-review-of-EU-rules/feedback_en?p_id=14428,104.0,67,0.0,5.0,5.0,3.0,18.0,2.0,1.0,3.0,0.0,0.0,116.0,0.0,64.42307692307693,0.0,4.807692307692308,4.807692307692308,2.8846153846153846,17.307692307692307,1.9230769230769231,0.9615384615384616,2.8846153846153846,0.0,0.0,0.0
Protecting waters from pollution caused by nitrates from agricultural sources - EvaluationTopicEnvironmentType of actEvaluationFeedback period01 December 2023 - 08 March 2024,Environment,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/14051-Protecting-waters-from-pollution-caused-by-nitrates-from-agricultural-sources-Evaluation/feedback_en?p_id=17659,248.0,112,0.0,8.0,47.0,31.0,14.0,17.0,3.0,6.0,8.0,2.0,48.0,0.0,45.16129032258064,0.0,3.225806451612903,18.951612903225808,12.5,5.64516129032258,6.854838709677419,1.2096774193548387,2.4193548387096775,3.225806451612903,0.8064516129032258,0.0
Microplastics pollution – measures to reduce its impact on the environmentTopicEnvironmentType of actProposal for a regulationFeedback period22 February 2022 - 17 May 2022,Environment,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12823-Microplastics-pollution-measures-to-reduce-its-impact-on-the-environment/feedback_en?p_id=15312,186.0,41,6.0,14.0,29.0,35.0,33.0,10.0,1.0,7.0,9.0,1.0,73.0,0.0,22.043010752688172,3.225806451612903,7.526881720430108,15.591397849462366,18.817204301075268,17.741935483870968,5.376344086021505,0.5376344086021506,3.763440860215054,4.838709677419355,0.5376344086021506,0.0
"Soil health – protecting, sustainably managing and restoring EU soilsTopicEnvironmentType of actProposal for a directiveFeedback period01 August 2022 - 24 October 2022",Environment,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/13350-Soil-health-protecting-sustainably-managing-and-restoring-EU-soils/feedback_en?p_id=15636,189.0,42,2.0,11.0,33.0,37.0,35.0,15.0,1.0,5.0,8.0,0.0,71.0,0.0,22.22222222222222,1.0582010582010581,5.82010582010582,17.46031746031746,19.576719576719576,18.51851851851852,7.936507936507936,0.5291005291005291,2.6455026455026456,4.232804232804233,0.0,0.0
"Towards zero pollution in air, water and soil – EU action planTopicEnvironmentType of actCommunicationFeedback period11 November 2020 - 10 February 2021",Environment,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12588-Towards-zero-pollution-in-air-water-and-soil-EU-action-plan/feedback_en?p_id=13561,111.0,8,0.0,8.0,16.0,38.0,19.0,7.0,0.0,2.0,11.0,1.0,107.0,0.0,7.207207207207207,0.0,7.207207207207207,14.414414414414415,34.234234234234236,17.117117117117118,6.306306306306306,0.0,1.8018018018018018,9.90990990990991,0.9009009009009009,0.0
EU strategy for sustainable textilesTopicEnvironmentType of actCommunicationFeedback period12 May 2021 - 04 August 2021,Environment,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12822-EU-strategy-for-sustainable-textiles/feedback_en?p_id=14017,229.0,26,2.0,20.0,51.0,47.0,49.0,11.0,2.0,8.0,13.0,0.0,55.0,0.0,11.353711790393014,0.8733624454148471,8.73362445414847,22.270742358078603,20.52401746724891,21.397379912663755,4.8034934497816595,0.8733624454148471,3.4934497816593884,5.676855895196507,0.0,0.0
Reducing packaging waste – review of rulesTopicEnvironmentType of actProposal for a regulationFeedback period30 September 2020 - 06 January 2021,Environment,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12263-Reducing-packaging-waste-review-of-rules/feedback_en?p_id=13178,110.0,3,0.0,0.0,25.0,55.0,12.0,3.0,1.0,4.0,4.0,2.0,109.0,0.0,2.727272727272727,0.0,0.0,22.727272727272727,50.0,10.909090909090908,2.727272727272727,0.9090909090909091,3.6363636363636362,3.6363636363636362,1.8181818181818181,0.0
Review: Restriction of the use of hazardous substances in electronicsTopicEnvironmentType of actReportFeedback period10 March 2022 - 16 June 2022,Environment,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/13137-Review-Restriction-of-the-use-of-hazardous-substances-in-electronics/feedback_en?p_id=15628,115.0,3,4.0,0.0,28.0,58.0,3.0,3.0,0.0,1.0,15.0,0.0,103.0,0.0,2.608695652173913,3.4782608695652173,0.0,24.347826086956523,50.43478260869565,2.608695652173913,2.608695652173913,0.0,0.8695652173913043,13.043478260869565,0.0,0.0
Environmental impact of waste management – revision of EU waste frameworkTopicEnvironmentType of actProposal for a directiveFeedback period24 May 2022 - 24 August 2022,Environment,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/13225-Environmental-impact-of-waste-management-revision-of-EU-waste-framework/feedback_en?p_id=15560,198.0,19,1.0,1.0,58.0,70.0,31.0,5.0,2.0,5.0,6.0,0.0,64.0,0.0,9.595959595959595,0.5050505050505051,0.5050505050505051,29.292929292929294,35.35353535353536,15.656565656565657,2.525252525252525,1.0101010101010102,2.525252525252525,3.0303030303030303,0.0,0.0
Environmental performance of products & businesses – substantiating claimsTopicEnvironmentType of actProposal for a directiveFeedback period27 August 2020 - 03 December 2020,Environment,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12511-Environmental-performance-of-products-businesses-substantiating-claims/feedback_en?p_id=13326,193.0,19,2.0,9.0,45.0,76.0,17.0,10.0,2.0,2.0,8.0,3.0,68.0,0.0,9.844559585492227,1.0362694300518136,4.66321243523316,23.316062176165804,39.37823834196891,8.808290155440414,5.181347150259067,1.0362694300518136,1.0362694300518136,4.145077720207254,1.5544041450777202,0.0
"Revision of EU legislation on hazard classification, labelling and packaging of chemicalsTopicEnvironmentType of actProposal for a regulationFeedback period09 August 2021 - 15 November 2021",Environment,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12975-Revision-of-EU-legislation-on-hazard-classification-labelling-and-packaging-of-chemicals/feedback_en?p_id=14533,182.0,21,0.0,8.0,30.0,77.0,21.0,6.0,3.0,2.0,13.0,1.0,74.0,0.0,11.538461538461538,0.0,4.395604395604396,16.483516483516482,42.30769230769231,11.538461538461538,3.296703296703297,1.6483516483516485,1.098901098901099,7.142857142857142,0.5494505494505495,0.0
Industrial emissions – EU rules updatedTopicEnvironmentType of actProposal for a directiveFeedback period22 December 2020 - 23 March 2021,Environment,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12306-Industrial-emissions-EU-rules-updated/feedback_en?p_id=12938,155.0,2,0.0,1.0,28.0,78.0,29.0,3.0,1.0,5.0,7.0,0.0,84.0,0.0,1.2903225806451613,0.0,0.6451612903225806,18.064516129032256,50.32258064516129,18.70967741935484,1.935483870967742,0.6451612903225806,3.225806451612903,4.516129032258064,0.0,0.0
Sustainable products initiativeTopicEnvironmentType of actProposal for a regulationFeedback period17 March 2021 - 09 June 2021,Environment,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12567-Sustainable-products-initiative/feedback_en?p_id=13512,193.0,7,2.0,4.0,52.0,90.0,18.0,4.0,3.0,1.0,10.0,2.0,69.0,0.0,3.6269430051813467,1.0362694300518136,2.072538860103627,26.94300518134715,46.63212435233161,9.32642487046632,2.072538860103627,1.5544041450777202,0.5181347150259068,5.181347150259067,1.0362694300518136,0.0
New product priorities for Ecodesign for Sustainable ProductsTopicEnvironmentType of actCommunicationFeedback period31 January 2023 - 12 May 2023,Environment,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/13682-New-product-priorities-for-Ecodesign-for-Sustainable-Products/feedback_en?p_id=16700,227.0,44,1.0,5.0,56.0,96.0,12.0,6.0,2.0,2.0,3.0,0.0,57.0,0.0,19.383259911894275,0.4405286343612335,2.2026431718061676,24.669603524229075,42.290748898678416,5.286343612334802,2.643171806167401,0.881057268722467,0.881057268722467,1.3215859030837005,0.0,0.0
Facilitating healthier food choices – establishing nutrient profilesTopicFood safetyType of actRegulationFeedback period13 December 2021 - 07 March 2022,Food safety,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12748-Facilitating-healthier-food-choices-establishing-nutrient-profiles/feedback_en?p_id=14009,472.0,129,1.0,16.0,77.0,124.0,54.0,35.0,3.0,3.0,11.0,19.0,27.0,0.0,27.33050847457627,0.211864406779661,3.389830508474576,16.3135593220339,26.27118644067797,11.440677966101696,7.415254237288135,0.6355932203389831,0.6355932203389831,2.330508474576271,4.025423728813559,0.0
Food labelling - revision of rules on information provided to consumersTopicFood safetyType of actProposal for a regulationFeedback period13 December 2021 - 07 March 2022,Food safety,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12749-Food-labelling-revision-of-rules-on-information-provided-to-consumers/feedback_en?p_id=14009,472.0,129,1.0,16.0,77.0,124.0,54.0,35.0,3.0,3.0,11.0,19.0,28.0,0.0,27.33050847457627,0.211864406779661,3.389830508474576,16.3135593220339,26.27118644067797,11.440677966101696,7.415254237288135,0.6355932203389831,0.6355932203389831,2.330508474576271,4.025423728813559,0.0
Animal welfare – evaluation of EU rules (fitness check)TopicFood safetyType of actStaff working documentFeedback period15 October 2021 - 21 January 2022,Food safety,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12400-Animal-welfare-evaluation-of-EU-rules-fitness-check-/feedback_en?p_id=13100,172.0,56,2.0,1.0,15.0,14.0,64.0,13.0,3.0,1.0,3.0,0.0,80.0,0.0,32.55813953488372,1.1627906976744187,0.5813953488372093,8.720930232558139,8.13953488372093,37.2093023255814,7.55813953488372,1.744186046511628,0.5813953488372093,1.744186046511628,0.0,0.0
Food labelling - revision of rules on information provided to consumers for alcoholic beveragesTopicFood safetyType of actProposal for a regulationFeedback period13 December 2021 - 07 March 2022,Food safety,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/13028-Food-labelling-revision-of-rules-on-information-provided-to-consumers-for-alcoholic-beverages/feedback_en?p_id=14726,82.0,13,0.0,2.0,6.0,24.0,29.0,0.0,0.0,2.0,3.0,3.0,137.0,0.0,15.853658536585366,0.0,2.4390243902439024,7.317073170731707,29.268292682926827,35.36585365853659,0.0,0.0,2.4390243902439024,3.6585365853658534,3.6585365853658534,0.0
Food waste – reduction targetsTopicFood safetyType of actProposal for a directiveFeedback period24 May 2022 - 24 August 2022,Food safety,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/13223-Food-waste-reduction-targets/feedback_en?p_id=15125,85.0,9,0.0,1.0,11.0,27.0,18.0,5.0,1.0,3.0,6.0,4.0,133.0,0.0,10.588235294117647,0.0,1.1764705882352942,12.941176470588237,31.76470588235294,21.176470588235293,5.88235294117647,1.1764705882352942,3.5294117647058822,7.0588235294117645,4.705882352941177,0.0
Animal welfare – animals kept for economic purposesTopicFood safetyType of actProposal for a regulationFeedback period15 October 2021 - 21 January 2022,Food safety,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/13611-Animal-welfare-animals-kept-for-economic-purposes/feedback_en?p_id=14774,983.0,783,5.0,2.0,24.0,32.0,90.0,24.0,6.0,2.0,10.0,5.0,16.0,0.0,79.65412004069175,0.508646998982706,0.20345879959308238,2.441505595116989,3.255340793489318,9.155645981688707,2.441505595116989,0.6103763987792472,0.20345879959308238,1.017293997965412,0.508646998982706,0.0
Animal welfare – labelling for foodTopicFood safetyType of actProposal for a regulationFeedback period15 October 2021 - 21 January 2022,Food safety,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/13610-Animal-welfare-labelling-for-food/feedback_en?p_id=14774,983.0,783,5.0,2.0,24.0,32.0,90.0,24.0,6.0,2.0,10.0,5.0,17.0,0.0,79.65412004069175,0.508646998982706,0.20345879959308238,2.441505595116989,3.255340793489318,9.155645981688707,2.441505595116989,0.6103763987792472,0.20345879959308238,1.017293997965412,0.508646998982706,0.0
